winery,wine_name,year,rating,region,price_euros,vine_type,grape_variety,wine_ageing,service_temperature,quality_price_ratio,luxury_category,cluster_id
Cims de Porrera,Solanes Priorat,2003,4.4,Priorato,38.66,Tinto,Grenache / Carinena,0,16-18°C,0.114,0,7
Artadi,Grandes Anadas Rioja,1994,4.4,Rioja,180.0,Tinto,Tempranillo,0,16-18°C,0.024,1,0
Martinet,Cami Pesseroles,2017,4.4,Priorato,75.5,Tinto,Grenache / Carinena,0,16-18°C,0.058,1,7
Freixenet,Cava Cuvee De Prestige Trepat,2019,4.4,Cava,7.89,Espumoso,Blend/Other,0,6-8°C,0.558,0,5
Azpilicueta,Felix Azpilicueta Coleccion Privada,2019,4.4,Rioja,18.0,Tinto,Tempranillo,0,16-18°C,0.244,0,2
Gramona,Savinat Sauvignon Blanc,2019,4.4,Penedes,17.9,Blanco,Sauvignon Blanc,0,8-10°C,0.246,0,1
Veronica Salgado,Capricho Crianza,2017,4.4,Ribera del Duero,15.4438025,Tinto,Tempranillo,1,16-18°C,0.285,0,6
Vinedos Hermanos Hernaiz,Finca La Emperatriz Vinedo Singular Tinto,2017,4.4,Rioja Alta,33.55,Tinto,Blend/Other,0,16-18°C,0.131,0,2
Clos Galena,Galena,2017,4.4,Priorato,19.8,Tinto,Grenache / Carinena,0,16-18°C,0.222,0,7
Imperial,Rioja Reserva,1982,4.4,Rioja,145.0,Tinto,Tempranillo,1,16-18°C,0.03,1,6
Osborne,Solera PAP Palo Cortado Rare Sherry,2015,4.4,Jerez-Xeres-Sherry,189.99,Generoso,Blend/Other,0,12-14°C,0.023,1,4
Bodegas Imperiales - Abadia de San Quirce,Finca Helena,2015,4.4,Ribera del Duero,59.9,Tinto,Tempranillo,0,16-18°C,0.073,1,7
Marta Mate,Primordium,2012,4.4,Ribera del Duero,29.9,Tinto,Tempranillo,0,16-18°C,0.147,0,7
Albet i Noya,Marti Reserva Penedes,2016,4.4,Penedes,33.8,Tinto,Blend/Other,1,16-18°C,0.13,0,6
Bodegas Mas Alta,La Solana Alta,2018,4.4,Priorato,43.5,Tinto,Grenache / Carinena,0,16-18°C,0.101,0,7
Venta Las Vacas,La Cuartilleja Reserva,2016,4.4,Ribera del Duero,39.9,Tinto,Tempranillo,1,16-18°C,0.11,0,6
Emilio Moro,Malleolus de Sanchomartin,2018,4.4,Ribera del Duero,119.35,Tinto,Tempranillo,0,16-18°C,0.037,1,7
Figuero,Noble,2015,4.4,Ribera del Duero,60.0,Tinto,Tempranillo,0,16-18°C,0.073,1,7
Baigorri,De Garage Rioja,2005,4.4,Rioja,40.0,Tinto,Tempranillo,0,16-18°C,0.11,0,7
Pago Calzadilla,Gran Calzadilla,2010,4.4,Pago Calzadilla,34.75,Tinto,Blend/Other,0,16-18°C,0.127,0,2
Vivanco,4 Varietales Coleccion Rioja,2017,4.4,Rioja,24.0,Tinto,Tempranillo,0,16-18°C,0.183,0,7
Fernandez Gao,Oloroso,2015,4.4,Jerez-Xeres-Sherry,59.9,Generoso,Blend/Other,0,12-14°C,0.073,1,4
Allende,Aurus,1998,4.4,Rioja,245.25,Tinto,Tempranillo,0,16-18°C,0.018,1,0
Toro Albala,Don PX Pedro Ximenez,1973,4.4,Montilla-Moriles,109.76,Generoso,Pedro Ximenez,0,12-14°C,0.04,1,4
Museum,Numerus Clausus,2012,4.4,Cigales,59.9,Tinto,Tempranillo,0,16-18°C,0.073,1,7
Pujanza,Rioja Cisma,2012,4.4,Rioja,130.5,Tinto,Tempranillo,0,16-18°C,0.034,1,7
Vinicola Real,200 Monges Rioja Seleccion Especial Reserva Blanco,2008,4.4,Rioja,61.5,Blanco,Viura,1,8-10°C,0.072,1,1
Toro Albala,Don PX Gran Reserva,1994,4.4,Montilla-Moriles,33.23,Generoso,Pedro Ximenez,1,12-14°C,0.132,0,4
Castillo Perelada,Emporda Aires de Garbet,2018,4.4,Emporda,38.5,Tinto,Blend/Other,0,16-18°C,0.114,0,2
Marques de Riscal,Rioja Gran Reserva,1996,4.4,Rioja,38.12,Tinto,Tempranillo,1,16-18°C,0.115,0,6
Harveys,30 Years V.O.R.S Very Old Palo Cortado Blend Medium Sherry,2015,4.4,Jerez Palo Cortado,65.0,Generoso,Blend/Other,0,12-14°C,0.068,1,4
Farina,Campus Gothorum,2017,4.4,Toro,41.0,Tinto,Tempranillo,0,16-18°C,0.107,0,7
Tinto Pesquera,Gran Reserva,2015,4.4,Ribera del Duero,74.5,Tinto,Tempranillo,1,16-18°C,0.059,1,6
Enric Soler,Nun Vinya dels Taus,2019,4.4,Penedes,45.39,Desconocido,Blend/Other,0,10-14°C,0.097,0,3
Galindo San Millan,La Pizca,2016,4.4,Toro,26.0,Tinto,Tempranillo,0,16-18°C,0.169,0,7
Equipo Navazos,La Bota 90 de Manzanilla Pasada,2015,4.4,Manzanilla,39.75,Generoso,Blend/Other,0,12-14°C,0.111,0,4
Legaris,Moradillo de Roa,2017,4.4,Ribera del Duero,29.89,Tinto,Tempranillo,0,16-18°C,0.147,0,7
Bodegas Casa Primicia,Cofradia,2014,4.4,Rioja,38.0,Tinto,Tempranillo,0,16-18°C,0.116,0,7
Pujanza,Rioja Cisma,2009,4.4,Rioja,132.4,Tinto,Tempranillo,0,16-18°C,0.033,1,7
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2009,4.4,Priorato,69.0,Tinto,Grenache / Carinena,0,16-18°C,0.064,1,7
Castell Miquel,Stairway To Heaven Rosado,2020,4.4,Mallorca,13.99,Desconocido,Blend/Other,0,10-14°C,0.315,0,3
Barco del Corneta,La Silleria,2017,4.4,Castilla y Leon,24.5,Desconocido,Blend/Other,0,10-14°C,0.18,0,3
Joan d'Anguera,Planella,2020,4.4,Montsant,16.25,Tinto,Blend/Other,0,16-18°C,0.271,0,2
Martin Codax,Gallaecia Rias Baixes Albarino,2017,4.4,Rias Baixas,39.95,Blanco,Albarino,0,8-10°C,0.11,0,1
Tinto Pesquera,Gran Reserva,1994,4.4,Ribera del Duero,138.0,Tinto,Tempranillo,1,16-18°C,0.032,1,6
Xaloc,Monada,2013,4.4,Mallorca,35.4,Tinto,Blend/Other,0,16-18°C,0.124,0,2
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2019,4.4,Valencia,20.95,Tinto,Blend/Other,0,16-18°C,0.21,0,2
Scala Dei,Heretge Priorat,2018,4.4,Priorato,39.99,Tinto,Grenache / Carinena,0,16-18°C,0.11,0,7
Terra Remota,Usted,2009,4.4,Emporda,159.8,Tinto,Blend/Other,0,16-18°C,0.028,1,2
Allende,Martires Rioja,2017,4.4,Rioja,139.63,Blanco,Viura,0,8-10°C,0.032,1,1
Bodegas Frontaura,Verdejo,2017,4.4,Toro,19.97,Blanco,Verdejo,0,8-10°C,0.22,0,1
Carlos Moro,Vina Garugele,2015,4.4,Rioja,75.8,Tinto,Tempranillo,0,16-18°C,0.058,1,7
Bodegas Luis Perez,Petit Verdot,2013,4.4,Andalucia,52.5,Tinto,Blend/Other,0,16-18°C,0.084,1,2
Ladairo,Barrica,2018,4.4,Monterrei,20.95,Tinto,Blend/Other,1,16-18°C,0.21,0,6
Conreria d'Scala Dei,Voltons,2017,4.4,Priorato,51.95,Tinto,Grenache / Carinena,0,16-18°C,0.085,1,7
Castell d'Encus,Ekam Essencia,2015,4.4,Costers del Segre,43.44,Desconocido,Blend/Other,0,10-14°C,0.101,0,3
Traslascuestas,Valcavado de Traslascuestas,2014,4.4,Ribera del Duero,35.48,Tinto,Tempranillo,0,16-18°C,0.124,0,7
Tobia,Oscar Tobia Gran Reserva Rioja,2014,4.4,Rioja,28.0,Tinto,Tempranillo,1,16-18°C,0.157,0,6
Alvaro Palacios,La Baixada,2018,4.4,Priorato,239.5,Tinto,Grenache / Carinena,0,16-18°C,0.018,1,7
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2019,4.4,Rioja,60.61,Tinto,Tempranillo,0,16-18°C,0.073,1,7
Lopez Cristobal,Seleccion,2012,4.4,Ribera del Duero,35.35,Tinto,Tempranillo,0,16-18°C,0.124,0,7
Codorniu,Cava El Tros Nou Pinot Noir,2009,4.4,Cava,89.9,Espumoso,Blend/Other,0,6-8°C,0.049,1,5
Clos Mogador,Manyetes,2018,4.4,Priorato,74.56,Tinto,Grenache / Carinena,0,16-18°C,0.059,1,7
Sota els Angels,Tinto,2007,4.4,Emporda,33.4,Tinto,Blend/Other,0,16-18°C,0.132,0,2
Berceo,Los Dominios de Berceo Prefiloxerico,2015,4.4,Rioja,29.25,Tinto,Tempranillo,0,16-18°C,0.15,0,7
Romate,Old & Plus Amontillado,2015,4.4,Jerez Amontillado,15.84,Generoso,Blend/Other,0,12-14°C,0.278,0,4
Toro Albala,Don PX Convento Seleccion,1968,4.4,Montilla-Moriles,173.0,Generoso,Pedro Ximenez,0,12-14°C,0.025,1,4
Mas Blanch I Jove,Sao Expressiu,2012,4.4,Costers del Segre,34.5,Tinto,Blend/Other,0,16-18°C,0.128,0,2
Carlos Serres,Onomastica Rioja Reserva,2014,4.4,Rioja,21.88,Tinto,Tempranillo,1,16-18°C,0.201,0,6
La Rioja Alta,Vina Arana Gran Reserva,2015,4.4,Rioja,27.9,Tinto,Tempranillo,1,16-18°C,0.158,0,6
Anayon,Carinena Parcela 15 Vinas Viejas,2017,4.4,Carinena,54.9,Tinto,Blend/Other,0,16-18°C,0.08,1,2
David Moreno,Vobiscum,2015,4.4,Rioja,31.99,Tinto,Tempranillo,0,16-18°C,0.138,0,7
Vina Pedrosa,La Navilla,2017,4.4,Ribera del Duero,24.9,Tinto,Tempranillo,0,16-18°C,0.177,0,7
Edra,Merlot - Syrah,2016,4.4,Ribera del Gallego-Cinco Villas,11.5,Tinto,Blend/Other,0,16-18°C,0.383,0,2
Bodega Numanthia,Termanthia,2000,4.4,Toro,140.0,Tinto,Tempranillo,0,16-18°C,0.031,1,7
Gutierrez de la Vega,Casta Diva Cosecha Miel Moscatel Dulce,2018,4.4,Alicante,15.5,Tinto,Monastrell,0,16-18°C,0.284,0,2
Marques de Riscal,Baron de Chirel Rioja Reserva,2017,4.4,Rioja,95.0,Tinto,Tempranillo,1,16-18°C,0.046,1,6
Valdelosfrailes,Pago de Las Costanas,2005,4.4,Castilla y Leon,40.2,Tinto,Tempranillo,0,16-18°C,0.109,0,7
Remirez de Ganuza,Rioja Blanco,2019,4.4,Rioja,26.45,Blanco,Viura,0,8-10°C,0.166,0,1
Briego,Vendimia Seleccionada,2020,4.4,Ribera del Duero,7.9,Tinto,Tempranillo,0,16-18°C,0.557,0,7
Guillem Carol - Cellers Carol Valles,Cava Gran Reserva Familiar Millenium Brut,2011,4.4,Cava,29.95,Espumoso,Blend/Other,1,6-8°C,0.147,0,5
Barahonda,Zona Zepa Monastrell,2015,4.4,Yecla,59.9,Tinto,Monastrell,0,16-18°C,0.073,1,2
Abadia Retuerta,Petit Verdot,2016,4.4,Sardon de Duero,115.9,Tinto,Blend/Other,0,16-18°C,0.038,1,2
Tobia,Alma Tobia Blanco,2016,4.4,Rioja,33.0,Blanco,Viura,0,8-10°C,0.133,0,1
Vina Pomal,Reserva,1970,4.4,Rioja,72.0,Tinto,Tempranillo,1,16-18°C,0.061,1,6
Particular,Garnacha Vinas Centenarias,2015,4.4,Carinena,13.95,Tinto,Grenache,0,16-18°C,0.315,0,2
Bodegas Frontonio,El Jardin de las Iguales Vinedo Historico Garnacha,2016,4.4,Aragon,195.99,Tinto,Grenache,0,16-18°C,0.022,1,2
Bodegas Asenjo & Manso,Silvanus Edicion Limitada Ribera del Duero,2015,4.4,Ribera del Duero,46.0,Tinto,Tempranillo,0,16-18°C,0.096,0,7
La Rioja Alta,Vina Ardanza Reserva,2009,4.3,Rioja,24.38,Tinto,Tempranillo,1,16-18°C,0.176,0,6
La Rioja Alta,Vina Ardanza Reserva,2012,4.3,Rioja,20.0,Tinto,Tempranillo,1,16-18°C,0.215,0,6
Familia Torres,San Valentin Parellada,2019,4.3,Cataluna,6.95,Desconocido,Blend/Other,0,10-14°C,0.619,0,3
Abadia Retuerta,Seleccion Especial,2016,4.3,Sardon de Duero,17.48,Tinto,Blend/Other,0,16-18°C,0.246,0,2
R. Lopez de Heredia,Vina Tondonia Reserva,2008,4.3,Rioja,37.9,Tinto,Tempranillo,1,16-18°C,0.113,0,6
Pintia,Toro,2010,4.3,Toro,79.75,Tinto,Tempranillo,0,16-18°C,0.054,1,7
Abadia Retuerta,Seleccion Especial,2015,4.3,Sardon de Duero,24.95,Tinto,Blend/Other,0,16-18°C,0.172,0,2
La Rioja Alta,Rioja Gran Reserva 904,2004,4.3,Rioja,29.9,Tinto,Tempranillo,1,16-18°C,0.144,0,6
Dominio de Pingus,PSI,2018,4.3,Ribera del Duero,29.13,Tinto,Tempranillo,0,16-18°C,0.148,0,7
Dominio de Pingus,PSI,2017,4.3,Ribera del Duero,33.9,Tinto,Tempranillo,0,16-18°C,0.127,0,7
Muga,Seleccion Especial (Reserva),2015,4.3,Rioja,28.0,Tinto,Tempranillo,1,16-18°C,0.154,0,6
Pago de Carraovejas,Tinto,2012,4.3,Ribera del Duero,25.8,Tinto,Tempranillo,0,16-18°C,0.167,0,7
Emilio Moro,Malleolus,2016,4.3,Ribera del Duero,37.86,Tinto,Tempranillo,0,16-18°C,0.114,0,7
Muga,Seleccion Especial (Reserva),2014,4.3,Rioja,34.0,Tinto,Tempranillo,1,16-18°C,0.126,0,6
Matarromera,Ribera del Duero Reserva,2014,4.3,Ribera del Duero,33.64,Tinto,Tempranillo,1,16-18°C,0.128,0,6
Matarromera,Ribera del Duero Reserva,2015,4.3,Ribera del Duero,36.35,Tinto,Tempranillo,1,16-18°C,0.118,0,6
Muga,Prado Enea Gran Reserva,2006,4.3,Rioja,35.5,Tinto,Tempranillo,1,16-18°C,0.121,0,6
Bodegas Mauro,Red,2017,4.3,Castilla y Leon,66.75,Tinto,Blend/Other,0,16-18°C,0.064,1,2
Arzuaga,Ribera del Duero Crianza,2018,4.3,Ribera del Duero,19.01,Tinto,Tempranillo,1,16-18°C,0.226,0,6
Hacienda Monasterio,Cosecha,2014,4.3,Ribera del Duero,75.9,Tinto,Tempranillo,0,16-18°C,0.057,1,7
Emilio Moro,Malleolus,2017,4.3,Ribera del Duero,38.05,Tinto,Tempranillo,0,16-18°C,0.113,0,7
Muga,Prado Enea Gran Reserva,2009,4.3,Rioja,40.4,Tinto,Tempranillo,1,16-18°C,0.106,0,6
Familia Torres,Mas La Plana Cabernet Sauvignon,2013,4.3,Penedes,63.33,Tinto,Cabernet Sauvignon,0,16-18°C,0.068,1,2
Aalto,Tinto,2012,4.3,Ribera del Duero,26.9,Tinto,Tempranillo,0,16-18°C,0.16,0,7
Hacienda Monasterio,Cosecha,2015,4.3,Ribera del Duero,34.95,Tinto,Tempranillo,0,16-18°C,0.123,0,7
Pago de Los Capellanes,Crianza Tinto,2018,4.3,Ribera del Duero,24.5,Tinto,Tempranillo,1,16-18°C,0.176,0,6
Pintia,Toro,2007,4.3,Toro,93.5,Tinto,Tempranillo,0,16-18°C,0.046,1,7
Bodega Numanthia,Numanthia,2012,4.3,Toro,99.9,Tinto,Tempranillo,0,16-18°C,0.043,1,7
R. Lopez de Heredia,Vina Tondonia Reserva,2009,4.3,Rioja,35.09,Tinto,Tempranillo,1,16-18°C,0.123,0,6
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2014,4.3,Rioja,36.8,Tinto,Tempranillo,0,16-18°C,0.117,0,7
Pago de Los Capellanes,Reserva Tinto,2015,4.3,Ribera del Duero,80.35,Tinto,Tempranillo,1,16-18°C,0.054,1,6
Bodega Numanthia,Numanthia,2014,4.3,Toro,46.0,Tinto,Tempranillo,0,16-18°C,0.093,0,7
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2015,4.3,Rioja,50.41,Tinto,Tempranillo,0,16-18°C,0.085,1,7
Pintia,Toro,2009,4.3,Toro,150.0,Tinto,Tempranillo,0,16-18°C,0.029,1,7
Matsu,El Viejo,2016,4.3,Toro,33.95,Tinto,Tempranillo,0,16-18°C,0.127,0,7
Pago de Los Capellanes,Reserva Tinto,2014,4.3,Ribera del Duero,48.6377226796774,Tinto,Tempranillo,1,16-18°C,0.088,0,6
Tomas Postigo,3er Ano Ribera del Duero Tinto,2016,4.3,Ribera del Duero,27.29,Tinto,Tempranillo,0,16-18°C,0.158,0,7
Aalto,Tinto,2016,4.3,Ribera del Duero,65.9,Tinto,Tempranillo,0,16-18°C,0.065,1,7
Bodegas San Roman,Tinto,2015,4.3,Toro,33.66,Tinto,Tempranillo,0,16-18°C,0.128,0,7
Bodegas San Roman,Tinto,2012,4.3,Toro,190.0,Tinto,Tempranillo,0,16-18°C,0.023,1,7
Familia Torres,Mas La Plana Cabernet Sauvignon,2015,4.3,Penedes,55.0,Tinto,Cabernet Sauvignon,0,16-18°C,0.078,1,2
Bodegas San Roman,Tinto,2016,4.3,Toro,26.9,Tinto,Tempranillo,0,16-18°C,0.16,0,7
Bodega Numanthia,Numanthia,2015,4.3,Toro,36.9,Tinto,Tempranillo,0,16-18°C,0.117,0,7
Bodegas Valduero,Ribera del Duero Una Cepa I,2015,4.3,Ribera del Duero,25.95,Tinto,Tempranillo,0,16-18°C,0.166,0,7
Pago de Los Capellanes,Reserva Tinto,2016,4.3,Ribera del Duero,34.5,Tinto,Tempranillo,1,16-18°C,0.125,0,6
Imperial,Rioja Gran Reserva,2012,4.3,Rioja,47.9,Tinto,Tempranillo,1,16-18°C,0.09,0,6
Alto Moncayo,Garnacha,2014,4.3,Campo de Borja,36.94,Tinto,Grenache,0,16-18°C,0.116,0,2
La Rioja Alta,Rioja Gran Reserva 904,1998,4.3,Rioja,75.0,Tinto,Tempranillo,1,16-18°C,0.057,1,6
La Rioja Alta,Vina Arana Gran Reserva,2014,4.3,Rioja,24.9,Tinto,Tempranillo,1,16-18°C,0.173,0,6
Remirez de Ganuza,Rioja Reserva,2006,4.3,Rioja,58.0,Tinto,Tempranillo,1,16-18°C,0.074,1,6
La Rioja Alta,Vina Arana Gran Reserva,2012,4.3,Rioja,32.55,Tinto,Tempranillo,1,16-18°C,0.132,0,6
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2018,4.3,Ribera del Duero,26.9,Tinto,Tempranillo,0,16-18°C,0.16,0,7
Gonzalez-Byass,Matusalem Sherry VORS,2015,4.3,Jerez Oloroso,63.34,Generoso,Blend/Other,0,12-14°C,0.068,1,4
Marques de Vargas,Reserva Privada Rioja,2014,4.3,Rioja,37.9,Tinto,Tempranillo,1,16-18°C,0.113,0,6
Bodegas Valduero,Ribera del Duero Una Cepa I,2014,4.3,Ribera del Duero,46.95,Tinto,Tempranillo,0,16-18°C,0.092,0,7
Bodegas Roda,Roda I Reserva Rioja,2008,4.3,Rioja,39.22,Tinto,Tempranillo,1,16-18°C,0.11,0,6
Luis Canas,Reserva Seleccion de la Familia,2016,4.3,Rioja,18.5,Tinto,Tempranillo,1,16-18°C,0.232,0,6
Gonzalez-Byass,Apostoles 30 Years Old Sherry,2015,4.3,Jerez Palo Cortado,74.0,Generoso,Blend/Other,0,12-14°C,0.058,1,4
Vinicola Real,200 Monges Rioja Reserva,2010,4.3,Rioja,35.0,Tinto,Tempranillo,1,16-18°C,0.123,0,6
Tinto Pesquera,Reserva,2016,4.3,Ribera del Duero,26.7597646010531,Tinto,Tempranillo,1,16-18°C,0.161,0,6
Belondrade,Belondrade y Lurton,2015,4.3,Rueda,32.7,Blanco,Verdejo,0,8-10°C,0.131,0,1
Ossian,Vinas Viejas Verdejo,2016,4.3,Castilla y Leon,49.0,Blanco,Verdejo,0,8-10°C,0.088,0,1
Teso La Monja,Victorino,2014,4.3,Toro,38.0,Tinto,Tempranillo,0,16-18°C,0.113,0,7
Garmon,Ribera del Duero,2016,4.3,Ribera del Duero,33.59,Tinto,Tempranillo,0,16-18°C,0.128,0,7
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,4.3,Rioja,94.95,Tinto,Tempranillo,1,16-18°C,0.045,1,6
Marques de Caceres,Gaudium,2012,4.3,Rioja,36.91,Tinto,Tempranillo,0,16-18°C,0.116,0,7
Volver,Triga,2014,4.3,Alicante,30.67,Tinto,Monastrell,0,16-18°C,0.14,0,2
Vinedos de Paganos,El Puntido,2014,4.3,Rioja,86.15,Tinto,Tempranillo,0,16-18°C,0.05,1,7
Williams & Humbert,Don Guido Pedro Ximenez Solera Especial Aged 20 Years,2015,4.3,Jerez-Xeres-Sherry,32.9,Generoso,Pedro Ximenez,1,12-14°C,0.131,0,4
Luis Canas,Reserva Seleccion de la Familia,2014,4.3,Rioja,17.07,Tinto,Tempranillo,1,16-18°C,0.252,0,6
Pago de Los Capellanes,Crianza Tinto,2019,4.3,Ribera del Duero,19.45,Tinto,Tempranillo,1,16-18°C,0.221,0,6
Marques de Riscal,Rioja Gran Reserva,2013,4.3,Rioja,39.9,Tinto,Tempranillo,1,16-18°C,0.108,0,6
Tresmano - Tr3smano,Vendimia,2016,4.3,Ribera del Duero,28.65,Tinto,Tempranillo,0,16-18°C,0.15,0,7
Vinedos de Paganos,El Puntido,2015,4.3,Rioja,33.82,Tinto,Tempranillo,0,16-18°C,0.127,0,7
Marques de Murrieta,Dalmau Rioja,2012,4.3,Rioja,67.95,Tinto,Tempranillo,0,16-18°C,0.063,1,7
Marques de Murrieta,Dalmau Rioja,2013,4.3,Rioja,60.95,Tinto,Tempranillo,0,16-18°C,0.071,1,7
Marques de Vargas,Gran Reserva Rioja,2011,4.3,Rioja,35.01,Tinto,Tempranillo,1,16-18°C,0.123,0,6
Muga,Torre Muga,2011,4.3,Rioja,69.95,Tinto,Tempranillo,0,16-18°C,0.061,1,7
Ossian,Vinas Viejas Verdejo,2018,4.3,Castilla y Leon,28.18,Blanco,Verdejo,0,8-10°C,0.153,0,1
Teso La Monja,Victorino,2013,4.3,Toro,34.22,Tinto,Tempranillo,0,16-18°C,0.126,0,7
Imperial,Rioja Gran Reserva,2014,4.3,Rioja,49.75,Tinto,Tempranillo,1,16-18°C,0.086,0,6
Ferrer Bobet,Priorat Vinyes Velles,2016,4.3,Priorato,33.95,Tinto,Grenache / Carinena,0,16-18°C,0.127,0,7
La Vicalanda,Reserva,2014,4.3,Rioja,21.5,Tinto,Tempranillo,1,16-18°C,0.2,0,6
Alvaro Palacios,Finca Dofi,2012,4.3,Priorato,80.0,Tinto,Grenache / Carinena,0,16-18°C,0.054,1,7
Senorio de San Vicente,San Vicente Rioja,2014,4.3,Rioja,36.0,Tinto,Tempranillo,0,16-18°C,0.119,0,7
Imperial,Rioja Reserva,2017,4.3,Rioja,25.45,Tinto,Tempranillo,1,16-18°C,0.169,0,6
La Rioja Alta,Vina Ardanza Reserva,2010,4.3,Rioja,17.16,Tinto,Tempranillo,1,16-18°C,0.251,0,6
Pintia,Toro,2004,4.3,Toro,116.9,Tinto,Tempranillo,0,16-18°C,0.037,1,7
Vinicola Real,200 Monges Rioja Reserva,2009,4.3,Rioja,39.5,Tinto,Tempranillo,1,16-18°C,0.109,0,6
Vinedos de Paganos,El Puntido Gran Reserva,2006,4.3,Rioja,40.0,Tinto,Tempranillo,1,16-18°C,0.108,0,6
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,4.3,Rioja,39.78,Tinto,Tempranillo,1,16-18°C,0.108,0,6
Anima Negra,An,2017,4.3,Mallorca,39.98,Tinto,Blend/Other,0,16-18°C,0.108,0,2
Muga,Torre Muga,2014,4.3,Rioja,69.9,Tinto,Tempranillo,0,16-18°C,0.062,1,7
Senorio de San Vicente,San Vicente Rioja,2007,4.3,Rioja,77.7,Tinto,Tempranillo,0,16-18°C,0.055,1,7
Clos Mogador,Priorat,2009,4.3,Priorato,95.0,Tinto,Grenache / Carinena,0,16-18°C,0.045,1,7
Bodegas Vilano,La Baraja,2016,4.3,Ribera del Duero,24.9,Tinto,Tempranillo,0,16-18°C,0.173,0,7
Bodegas San Roman,Tinto,2018,4.3,Toro,25.9,Tinto,Tempranillo,0,16-18°C,0.166,0,7
Castillo Perelada,Finca Malaveina,2017,4.3,Emporda,22.5,Tinto,Blend/Other,0,16-18°C,0.191,0,2
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014,4.3,Rioja,50.0,Tinto,Tempranillo,1,16-18°C,0.086,0,6
Remelluri,Granja Gran Reserva Rioja,2009,4.3,Rioja,57.8,Tinto,Tempranillo,1,16-18°C,0.074,1,6
Marques de Riscal,Reserva XR,2016,4.3,Rioja,21.24,Tinto,Tempranillo,1,16-18°C,0.202,0,6
Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006,4.3,Ribera del Duero,70.0,Tinto,Tempranillo,1,16-18°C,0.061,1,6
Enate,Chardonnay Fermentado en Barrica,2019,4.3,Somontano,15.75,Blanco,Chardonnay,1,8-10°C,0.273,0,1
Ordonez,Vatan Tinta de Toro,2016,4.3,Toro,26.0,Tinto,Tempranillo,0,16-18°C,0.165,0,7
Lan,A Mano Rioja,2016,4.3,Rioja,25.8208254922442,Tinto,Tempranillo,0,16-18°C,0.167,0,7
Marques de Riscal,Baron de Chirel Rioja Reserva,2014,4.3,Rioja,62.95,Tinto,Tempranillo,1,16-18°C,0.068,1,6
Volver,Alicante Bouschet by Tarima,2017,4.3,Alicante,17.15,Tinto,Monastrell,0,16-18°C,0.251,0,2
Arzuaga,Reserva Ribera del Duero,2014,4.3,Ribera del Duero,33.9,Tinto,Tempranillo,1,16-18°C,0.127,0,6
Alvaro Palacios,Finca Dofi,2011,4.3,Priorato,80.0,Tinto,Grenache / Carinena,0,16-18°C,0.054,1,7
Alvaro Palacios,Finca Dofi,2013,4.3,Priorato,80.0,Tinto,Grenache / Carinena,0,16-18°C,0.054,1,7
Enate,Chardonnay Fermentado en Barrica,2018,4.3,Somontano,16.9,Blanco,Chardonnay,1,8-10°C,0.254,0,1
Garmon,Ribera del Duero,2017,4.3,Ribera del Duero,40.92,Tinto,Tempranillo,0,16-18°C,0.105,0,7
Clos Mogador,Priorat,2008,4.3,Priorato,95.0,Tinto,Grenache / Carinena,0,16-18°C,0.045,1,7
Bodegas Tradicion,Oloroso Tradicion Vors 30 Years,2015,4.3,Jerez Oloroso,58.9,Generoso,Blend/Other,0,12-14°C,0.073,1,4
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011,4.3,Rias Baixas,30.887605,Blanco,Albarino,0,8-10°C,0.139,0,1
Carmelo Rodero,Ribera del Duero TSM,2019,4.3,Ribera del Duero,67.5,Tinto,Tempranillo,0,16-18°C,0.064,1,7
Abadia Retuerta,Pago Valdebellon,2015,4.3,Sardon de Duero,67.45,Tinto,Cabernet Sauvignon,0,16-18°C,0.064,1,2
Figuero,Vinas Viejas,2016,4.3,Ribera del Duero,16.5,Tinto,Tempranillo,0,16-18°C,0.261,0,7
Lan,A Mano Rioja,2012,4.3,Rioja,30.71,Tinto,Tempranillo,0,16-18°C,0.14,0,7
Dominio de Atauta,Dominio de Atauta,2017,4.3,Ribera del Duero,25.25,Tinto,Tempranillo,0,16-18°C,0.17,0,7
Protos,Gran Reserva,2014,4.3,Ribera del Duero,41.95,Tinto,Tempranillo,1,16-18°C,0.103,0,6
Dominio de Cair,Tierras de Cair Reserva,2012,4.3,Ribera del Duero,38.3,Tinto,Tempranillo,1,16-18°C,0.112,0,6
Carmelo Rodero,Crianza,2019,4.3,Ribera del Duero,19.95,Tinto,Tempranillo,1,16-18°C,0.216,0,6
Protos,Seleccion Finca el Grajo Viejo,2014,4.3,Ribera del Duero,59.87,Tinto,Tempranillo,0,16-18°C,0.072,1,7
Familia Torres,Perpetual,2016,4.3,Priorato,63.5,Tinto,Grenache / Carinena,0,16-18°C,0.068,1,7
